date,depart,daylight,tmax,tmin,tavg,dew_point,wet_bulb,heat,cool,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed
2009-07-03,-1,1510,79.0,62.5,70.5,56.0,62.0,0.0,6.0,0.0,29.38,30.06,1.5,18.0,6.15
2009-07-04,-8,1508,69.0,61.0,65.0,58.0,61.5,0.5,0.5,0.16,29.28,29.98,2.6,13.5,4.25
2009-07-05,-3,1508,81.5,59.0,70.0,58.5,63.5,0.0,5.5,0.04,29.22,29.91,0.5,35.0,2.5
2009-07-06,1,1507,85.5,61.5,73.5,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65
2009-07-07,-4,1507,76.5,62.0,69.0,54.5,60.5,0.0,4.5,0.0,29.21,29.88,5.9,7.0,7.25
2009-07-08,-10,1505,66.5,61.5,64.0,55.5,59.0,1.0,0.0,0.12,29.31,29.98,6.9,7.0,7.2
2009-07-09,-4,1504,79.5,61.0,70.0,57.5,63.5,0.0,5.5,0.0,29.38,30.06,6.15,10.5,7.1
2009-07-10,0,1504,83.0,65.0,73.5,64.5,67.5,0.0,9.5,0.1,29.38,30.05,4.0,21.0,4.75
2009-07-11,1,1502,85.0,65.5,75.0,59.5,66.0,0.0,10.5,0.68,29.36,30.03,5.35,30.0,7.3
2009-07-12,-3,1501,82.0,59.0,70.5,50.5,60.0,0.0,5.5,0.0,29.38,30.06,2.4,31.0,5.45
2009-07-13,-3,1499,78.5,63.5,71.0,47.0,58.0,0.0,6.0,0.0,29.38,30.06,5.3,7.0,6.6
2009-07-14,-5,1499,80.5,57.5,68.5,50.0,59.5,0.0,4.5,0.0,29.38,30.06,7.1,16.0,7.6
2009-07-15,1,1497,85.5,66.0,75.5,62.0,67.0,0.0,11.0,0.5,29.2,29.89,10.0,24.5,13.1
2009-07-16,-2,1495,81.0,64.5,72.5,56.5,62.5,0.0,8.0,0.08,29.2,29.88,9.75,28.0,10.55
2009-07-17,-10,1494,70.0,57.5,63.5,51.5,56.5,1.0,0.0,0.0,29.18,29.86,10.35,29.5,10.6
2009-07-18,-9,1492,72.5,57.5,64.5,52.0,57.5,0.0,0.5,0.0,29.34,30.01,7.35,31.5,7.65
2009-07-19,-10,1490,72.0,58.5,65.0,52.5,58.5,0.5,1.0,0.0,29.42,30.1,1.35,20.0,4.3
2009-07-20,-8,1490,76.0,57.0,66.0,55.5,60.5,0.0,2.0,0.0,29.39,30.08,5.65,9.5,6.0
2009-07-21,-5,1488,81.0,61.0,71.0,56.5,62.5,0.0,6.0,0.02,29.3,30.0,4.0,13.5,6.05
2009-07-22,-3,1486,78.5,64.5,71.0,60.0,64.0,0.0,7.0,0.0,29.26,29.94,3.15,7.0,5.45
2009-07-23,-2,1484,80.5,62.5,71.5,59.0,63.5,0.0,6.5,0.05,29.24,29.92,2.15,16.5,5.5
2009-07-24,-2,1482,83.0,61.5,72.0,59.5,64.5,0.0,7.5,0.16,29.11,29.82,8.8,23.0,9.7
2009-07-25,0,1480,81.0,66.0,73.0,58.5,64.5,0.0,9.0,0.0,29.05,29.72,10.7,27.5,11.3
2009-07-26,-1,1479,82.0,63.5,72.5,58.5,64.5,0.0,8.0,0.0,29.16,29.81,8.55,29.0,9.0
2009-07-27,0,1477,84.0,65.0,74.5,61.0,66.5,0.0,9.5,0.02,29.17,29.86,9.25,23.0,9.85
2009-07-28,1,1475,85.0,67.0,76.0,61.0,66.5,0.0,11.0,0.01,29.1,29.78,6.45,28.0,7.85
2009-07-29,-2,1473,80.0,64.0,71.5,51.5,60.0,0.0,7.5,0.0,29.16,29.83,4.0,19.0,7.1
2009-07-30,-5,1471,79.5,62.0,70.5,57.0,62.5,0.0,6.0,0.0,29.17,29.84,4.65,23.5,5.9
2009-07-31,-4,1469,81.5,60.0,70.5,54.5,61.5,0.0,6.0,0.0,29.26,29.93,6.05,26.5,7.0
2009-08-01,-5,1466,75.0,62.0,68.5,59.0,62.5,0.0,3.5,0.0,29.21,29.9,11.1,22.5,10.95
2009-08-02,-5,1464,78.5,57.5,67.5,51.5,59.0,0.0,3.5,0.0,29.23,29.92,6.5,25.5,9.0
2009-08-03,3,1462,85.0,67.5,76.0,60.5,66.0,0.0,11.5,0.06,29.14,29.82,11.6,21.0,11.85
2009-08-04,3,1460,85.5,68.0,76.5,62.0,67.5,0.0,12.0,0.0,29.19,29.86,2.15,3.5,6.0
2009-08-05,-3,1458,79.0,63.5,71.0,55.0,62.0,0.0,6.5,0.0,29.37,30.04,3.35,6.0,4.9
2009-08-06,-2,1456,81.5,61.0,71.0,51.0,60.0,0.0,6.5,0.0,29.42,30.08,2.4,7.5,5.45
2009-08-07,-4,1453,74.0,65.5,69.5,59.0,63.0,0.0,5.0,0.28,29.38,30.08,6.85,15.0,7.5
2009-08-08,6,1451,89.0,68.5,78.5,70.0,73.0,0.0,14.0,0.05,29.23,29.92,12.55,21.0,13.2
2009-08-09,11,1449,91.5,77.0,84.0,71.5,74.5,0.0,19.5,0.1,29.26,29.93,11.35,23.0,12.6
2009-08-10,5,1446,85.5,70.5,77.5,65.5,69.5,0.0,13.5,0.0,29.28,29.94,7.6,26.0,8.05
2009-08-11,-1,1404,81.5,63.5,72.5,61.5,66.0,0.0,7.5,0.0,29.33,29.99,6.2,2.0,8.35
2009-08-12,-1,1402,82.5,61.5,71.5,55.5,62.5,0.0,7.5,0.0,29.42,30.08,4.6,4.5,6.45
2009-08-13,0,1399,86.0,61.5,73.5,55.0,63.0,0.0,9.0,0.0,29.41,30.1,1.75,15.0,3.9
2009-08-14,4,1397,88.0,65.0,76.0,59.0,66.0,0.0,12.0,0.0,29.41,30.09,5.85,21.0,6.1
2009-08-15,6,1395,89.0,68.5,78.5,61.0,67.5,0.0,14.0,0.0,29.35,30.03,8.5,19.0,8.8
2009-08-16,7,1352,89.0,70.5,79.5,67.5,70.5,0.0,15.0,0.45,29.3,29.98,9.4,20.5,10.15
2009-08-17,5,1350,83.0,70.5,76.5,68.0,70.5,0.0,12.0,0.46,29.31,29.99,4.85,22.0,6.65
2009-08-18,2,1347,83.5,65.5,74.5,60.0,65.5,0.0,9.5,0.0,29.3,29.98,7.75,27.0,8.2
2009-08-19,0,1345,82.0,61.5,71.5,61.0,65.5,0.0,7.0,0.48,29.12,29.82,5.8,16.0,8.45
2009-08-20,0,1342,78.5,64.0,71.0,61.0,65.0,0.0,6.5,0.1,28.96,29.66,12.15,23.0,12.6
2009-08-21,-5,1340,73.5,59.0,66.0,58.0,61.0,0.0,1.5,0.11,29.1,29.75,8.9,27.0,11.95
2009-08-22,-8,1337,68.5,57.5,62.5,52.0,56.5,1.5,0.0,0.0,29.34,29.99,8.6,18.5,9.9
2009-08-23,-6,1334,73.5,57.0,65.0,54.0,58.5,0.0,0.5,0.0,29.41,30.08,3.1,3.5,7.0
2009-08-24,-4,1331,79.0,55.5,67.0,56.5,61.5,0.0,2.5,0.0,29.44,30.12,4.4,21.0,5.4
2009-08-25,1,1329,82.5,60.0,71.0,61.0,65.0,0.0,6.5,0.0,29.36,30.04,8.7,21.0,8.9
2009-08-26,-2,1326,72.5,63.0,67.5,63.0,64.5,0.0,3.0,0.74,29.39,30.08,4.55,2.0,7.55
2009-08-27,-6,1323,67.0,61.5,64.0,60.5,62.0,0.5,0.0,1.07,29.38,30.08,9.9,7.5,10.35
2009-08-28,-6,1321,69.5,60.5,65.0,61.0,62.5,0.5,0.5,0.25,29.21,29.92,3.0,2.0,5.55
2009-08-29,-7,1318,69.0,56.0,62.0,51.5,56.5,2.0,0.0,0.02,29.21,29.88,10.9,31.0,11.45
2009-08-30,-11,1316,66.0,51.0,58.0,47.0,52.5,6.0,0.0,0.0,29.47,30.14,8.8,1.0,9.9
2009-08-31,-10,1313,67.5,49.0,58.0,44.0,52.0,6.5,0.0,0.0,29.58,30.26,5.05,3.5,6.4
2009-09-01,-8,1310,71.5,48.5,59.5,48.0,54.0,4.5,0.0,0.0,29.6,30.3,3.25,5.0,3.45
2009-09-02,-6,1308,72.5,51.5,61.5,50.5,56.0,2.5,0.0,0.0,29.54,30.24,3.65,7.0,4.5
2009-09-03,-2,1305,75.0,56.5,65.5,54.5,59.5,0.0,1.0,0.0,29.45,30.15,4.95,5.5,5.95
2009-09-04,-3,1302,75.0,56.0,65.0,54.5,59.5,0.0,1.0,0.0,29.46,30.14,3.7,4.0,4.25
2009-09-05,-1,1300,78.0,55.5,66.5,57.0,61.5,0.0,2.0,0.0,29.52,30.2,4.75,5.0,5.55
2009-09-06,2,1297,77.0,63.5,70.0,59.0,63.5,0.0,5.5,0.02,29.49,30.18,5.25,6.5,5.95
2009-09-07,1,1294,77.0,61.0,69.0,59.0,62.5,0.0,4.0,0.0,29.42,30.03,6.05,3.5,5.45
2009-09-08,3,1291,78.0,61.0,69.5,61.0,64.0,0.0,4.5,0.0,29.38,30.06,6.75,3.5,7.65
2009-09-09,6,1289,77.5,66.5,71.5,63.0,65.5,0.0,7.5,0.0,29.44,30.13,6.45,6.5,7.05
2009-09-10,7,1286,80.5,64.5,72.0,62.0,65.5,0.0,8.0,0.0,29.51,30.18,6.3,6.5,7.05
2009-09-11,6,1283,79.0,62.5,70.5,59.0,63.5,0.0,6.0,0.0,29.46,30.16,5.75,7.5,6.15
2009-09-12,4,1281,78.5,59.5,68.5,60.5,63.5,0.0,4.5,0.0,29.44,30.13,3.45,4.5,4.65
2009-09-13,4,1278,79.5,57.5,68.5,54.5,60.5,0.0,3.5,0.0,29.42,30.12,2.0,7.0,3.6
2009-09-14,7,1275,84.0,58.5,71.0,55.5,61.5,0.0,6.5,0.0,29.37,30.06,0.6,23.0,2.4
2009-09-15,9,1272,82.5,63.5,73.0,58.5,63.5,0.0,8.0,0.0,29.38,30.06,6.0,2.0,7.25
2009-09-16,1,1228,71.5,60.5,66.0,54.0,59.5,0.0,1.0,0.0,29.52,30.19,11.75,5.5,12.4
2009-09-17,-3,1225,71.5,52.0,61.5,51.5,56.5,3.0,0.0,0.0,29.48,30.18,3.95,6.5,4.8
2009-09-18,1,1221,79.0,51.0,64.5,55.0,59.0,0.0,0.5,0.0,29.49,30.18,5.2,2.5,6.55
2009-09-19,3,1219,75.5,56.5,65.5,55.0,59.5,0.0,1.5,0.0,29.51,30.2,3.8,10.0,5.85
2009-09-20,2,1216,72.0,54.0,62.5,56.0,60.0,1.5,0.0,0.6,29.31,30.03,6.15,7.5,7.6
2009-09-21,2,1213,68.0,61.5,64.5,59.5,61.5,0.5,0.5,0.0,29.28,29.98,3.55,23.0,5.05
2009-09-22,6,1210,76.5,61.0,68.5,65.0,67.0,0.0,4.0,0.02,29.31,29.98,5.2,17.5,7.5
2009-09-23,8,1208,76.0,62.0,69.0,62.5,64.0,0.0,4.0,0.0,29.44,30.12,0.7,31.5,4.35
2009-09-24,8,1205,72.0,64.0,67.5,62.5,64.5,0.0,3.5,0.0,29.46,30.16,4.2,6.5,4.55
2009-09-25,4,1202,70.0,60.0,65.0,57.0,60.0,0.0,0.0,0.09,29.42,30.12,5.4,11.0,6.8
2009-09-26,2,1199,67.5,55.5,61.5,56.0,59.0,3.5,0.0,0.0,29.18,29.9,3.95,26.5,4.6
2009-09-27,2,1197,74.0,51.5,62.5,53.0,57.5,2.0,0.0,0.28,28.88,29.59,7.9,22.5,10.2
2009-09-28,-3,1194,62.5,49.5,55.5,42.0,49.0,8.5,0.0,0.0,28.94,29.61,20.05,28.5,20.45
2009-09-29,-5,1191,59.0,48.0,53.5,42.0,48.0,11.5,0.0,0.0,29.31,29.96,8.7,33.0,10.25
2009-09-30,-4,1188,61.5,48.0,54.5,41.0,47.5,10.0,0.0,0.0,29.42,30.1,5.25,3.0,6.9
2009-10-01,-8,1186,59.0,42.5,50.5,46.0,49.0,14.0,0.0,0.74,29.16,29.9,8.95,13.0,9.1
2009-10-02,-6,1183,56.0,47.5,51.5,46.0,48.0,13.0,0.0,0.19,28.84,29.56,10.25,21.5,11.8
2009-10-03,-5,1180,57.5,47.0,52.0,47.0,49.0,12.5,0.0,0.07,29.05,29.7,8.15,26.0,8.6
2009-10-04,-4,1177,60.5,45.0,52.5,42.5,47.0,12.0,0.0,0.0,29.31,29.98,8.95,27.5,9.25
2009-10-05,-4,1174,61.5,42.5,51.5,42.0,47.0,12.5,0.0,0.0,29.32,30.04,2.35,8.5,4.95
2009-10-06,-1,1171,61.5,49.0,55.0,46.5,50.5,9.5,0.0,0.04,28.94,29.66,9.15,24.0,15.0
2009-10-07,-3,1169,60.0,45.0,52.0,39.0,46.0,12.0,0.0,0.0,29.28,29.96,8.85,26.0,10.45
2009-10-08,-7,1166,53.5,46.0,49.5,46.0,48.5,15.0,0.0,0.13,29.22,29.92,4.05,20.5,5.2
2009-10-09,-9,1163,52.0,39.5,45.5,43.5,45.5,19.0,0.0,0.44,29.24,29.92,9.35,34.5,10.1
2009-10-10,-15,1161,48.0,32.0,39.5,30.0,35.5,24.5,0.0,0.0,29.52,30.21,7.6,28.5,7.95
2009-10-11,-17,1158,44.5,29.0,36.5,22.5,32.5,28.0,0.0,0.0,29.64,30.36,1.3,17.0,4.9
2009-10-12,-9,1115,48.5,41.5,44.5,35.0,40.5,19.5,0.0,0.01,29.47,30.19,0.6,21.5,3.65
2009-10-13,-12,1112,47.5,35.0,41.0,32.0,38.5,23.5,0.0,0.0,29.63,30.35,8.5,1.5,10.65
2009-10-14,-8,1109,48.0,42.0,45.0,36.0,41.0,20.0,0.0,0.03,29.44,30.17,10.85,9.5,11.35
2009-10-15,-10,1107,44.0,41.0,42.0,38.0,40.0,22.0,0.0,0.31,29.28,30.0,8.8,6.5,9.55
2009-10-16,-10,1104,45.5,39.5,42.5,36.0,39.5,22.5,0.0,0.06,29.44,30.13,7.65,35.0,8.15
2009-10-17,-8,1101,52.0,37.5,44.5,33.5,39.5,20.0,0.0,0.0,29.6,30.3,7.45,34.5,7.95
2009-10-18,-9,1099,53.0,32.0,42.5,33.0,39.5,22.5,0.0,0.0,29.52,30.26,5.95,21.0,6.55
2009-10-19,4,1096,65.5,43.5,54.0,40.5,47.0,10.0,0.0,0.0,29.28,30.01,11.05,21.0,11.15
2009-10-20,5,1093,63.0,49.5,56.0,47.5,52.0,8.5,0.0,0.04,29.34,30.03,5.2,19.0,6.35
2009-10-21,12,1090,69.5,55.0,62.0,51.0,55.5,2.5,0.0,0.0,29.28,29.99,11.25,21.0,11.35
2009-10-22,3,1048,58.0,48.5,53.0,48.5,50.5,11.5,0.0,0.94,29.2,29.94,8.55,5.5,13.1
2009-10-23,3,1045,61.5,43.0,52.0,49.5,50.5,12.5,0.0,1.09,28.76,29.48,6.4,18.5,15.8
2009-10-24,-5,1043,49.5,38.5,44.0,37.0,40.5,21.0,0.0,0.04,29.06,29.74,8.95,26.0,9.6
2009-10-25,5,1040,62.5,44.0,53.0,44.0,48.5,11.5,0.0,0.26,29.29,29.96,5.9,19.0,7.1
2009-10-26,4,1037,55.0,49.5,52.0,47.5,49.0,12.5,0.0,0.12,29.32,30.02,5.05,21.0,7.15
2009-10-27,0,1035,51.5,46.5,49.0,45.5,47.5,16.0,0.0,0.11,29.22,29.94,4.95,5.0,6.75
2009-10-28,7,1032,57.5,50.0,53.5,49.0,51.0,11.0,0.0,0.0,29.31,29.99,2.45,13.5,3.65
2009-10-29,7,1030,60.0,47.5,53.5,50.0,52.0,11.0,0.0,0.82,29.24,29.98,11.8,14.0,12.05
2009-10-30,11,1027,67.5,46.5,56.5,53.5,56.0,7.5,0.0,0.98,28.83,29.56,15.65,20.5,17.65
2009-10-31,-5,1024,46.5,36.0,41.0,31.0,38.0,23.5,0.0,0.0,29.22,29.86,12.25,26.0,12.65
2010-05-01,11,1401,70.5,59.5,65.0,53.5,58.5,0.5,0.5,0.06,28.92,29.6,8.25,21.5,8.75
2010-05-02,7,1403,68.5,53.5,61.0,52.0,56.0,4.0,0.0,0.62,28.94,29.6,3.6,25.5,6.5
2010-05-03,7,1405,72.0,51.0,61.5,45.0,53.0,3.5,0.0,0.0,29.1,29.77,8.85,25.0,9.45
2010-05-04,11,1408,79.5,51.5,65.0,43.5,54.0,0.0,1.0,0.0,29.09,29.78,13.0,21.0,13.4
2010-05-05,9,1410,72.5,56.5,64.5,37.0,51.0,0.5,0.0,0.0,29.12,29.77,9.95,27.0,12.45
2010-05-06,0,1413,61.5,47.0,54.0,39.0,46.0,10.5,0.0,0.03,29.3,29.99,5.8,4.5,9.6
2010-05-07,-3,1415,59.0,45.5,52.0,46.0,48.5,12.5,0.0,0.73,29.01,29.73,3.15,32.5,13.5
2010-05-08,-10,1418,50.0,42.0,46.0,35.0,41.0,19.0,0.0,0.05,29.39,30.06,14.05,29.5,14.8
2010-05-09,-8,1420,57.0,37.5,47.0,29.0,40.0,17.5,0.0,0.0,29.62,30.32,2.15,20.5,6.15
2010-05-10,-6,1422,58.0,42.0,49.5,30.0,42.0,14.5,0.0,0.0,29.5,30.24,13.0,11.5,13.6
2010-05-11,-9,1424,55.5,44.0,49.5,46.0,47.5,15.0,0.0,0.84,29.18,29.9,4.3,10.5,10.15
2010-05-12,-9,1466,52.0,45.0,48.0,45.0,46.5,16.0,0.0,0.13,29.38,30.1,8.6,6.0,10.2
2010-05-13,3,1468,75.5,48.5,61.5,53.5,56.0,2.5,0.0,1.23,29.26,29.93,5.35,25.0,12.85
2010-05-14,-1,1470,66.5,48.0,57.0,43.5,50.5,7.5,0.0,0.0,29.49,30.17,11.4,26.0,11.75
2010-05-15,-6,1472,62.0,45.0,53.5,41.5,48.0,11.5,0.0,0.0,29.56,30.26,4.05,4.5,6.1
2010-05-16,-5,1474,66.0,43.5,54.5,43.0,49.5,10.0,0.0,0.0,29.46,30.18,10.4,5.0,10.8
2010-05-17,-5,1476,59.0,51.0,55.0,42.5,48.5,10.0,0.0,0.06,29.32,30.04,8.75,3.0,9.3
2010-05-18,-4,1478,63.5,47.5,55.0,40.5,48.0,9.0,0.0,0.0,29.28,29.98,9.35,2.5,9.95
2010-05-19,-1,1480,73.5,45.0,59.0,39.0,50.5,5.5,0.0,0.0,29.34,30.02,6.05,4.0,6.85
2010-05-20,0,1482,73.0,49.0,60.5,49.0,55.0,3.5,0.0,0.07,29.32,30.02,6.55,12.5,7.6
2010-05-21,4,1484,72.5,56.0,64.0,58.0,60.0,0.5,0.0,0.3,29.18,29.88,4.8,11.0,6.25
2010-05-22,5,1486,73.0,58.0,65.5,59.0,61.0,0.0,0.5,0.0,29.26,29.94,3.05,10.5,5.75
2010-05-23,15,1487,89.0,63.5,76.0,65.5,69.0,0.0,11.5,0.0,29.3,29.96,9.75,18.0,10.0
2010-05-24,19,1489,91.0,71.5,81.0,66.5,71.5,0.0,16.5,0.0,29.36,30.02,6.45,13.5,8.05
2010-05-25,17,1491,87.5,70.0,78.5,61.5,68.0,0.0,14.0,0.0,29.36,30.03,5.75,12.5,7.95
2010-05-26,15,1493,86.0,68.0,76.5,62.5,68.0,0.0,12.5,0.0,29.32,29.99,3.15,2.5,5.15
2010-05-27,7,1494,77.0,62.0,69.5,50.0,59.0,0.0,4.5,0.0,29.34,30.02,11.55,2.5,11.85
2010-05-28,5,1495,77.5,58.0,67.5,49.5,58.0,0.0,3.0,0.0,29.3,30.0,8.9,2.5,9.4
2010-05-29,9,1496,85.0,60.5,72.5,57.0,63.0,0.0,8.0,0.0,29.26,29.94,4.75,6.0,5.7
2010-05-30,12,1498,91.0,62.5,76.5,59.0,66.0,0.0,12.0,0.0,29.2,29.87,4.55,17.5,6.0
2010-05-31,10,1499,82.5,65.5,73.5,64.5,67.0,0.0,9.5,0.92,29.18,29.86,1.1,21.5,4.75
2010-06-01,10,1501,84.5,64.0,74.0,62.5,67.0,0.0,9.5,0.0,29.14,29.84,4.75,18.0,6.05
2010-06-02,3,1501,77.0,58.0,67.5,61.0,64.0,0.0,2.5,1.16,29.02,29.7,3.2,33.0,9.4
2010-06-03,0,1503,71.0,57.0,63.5,46.0,55.0,0.5,0.0,0.0,29.12,29.8,6.4,4.0,7.75
2010-06-04,6,1504,83.0,58.5,70.5,59.5,64.5,0.0,6.0,0.0,29.04,29.72,7.3,21.5,9.15
2010-06-05,5,1506,79.0,60.0,69.0,64.0,66.5,0.0,5.0,0.33,28.98,29.66,4.4,23.5,7.9
2010-06-06,0,1506,75.5,56.5,65.5,54.5,59.0,0.0,1.5,0.0,29.19,29.84,8.75,32.5,10.8
2010-06-07,-4,1507,69.5,55.0,62.0,48.5,55.0,2.5,0.0,0.0,29.38,30.04,6.45,7.5,7.4
2010-06-08,-3,1508,67.0,58.5,62.5,57.0,59.0,2.0,0.0,0.39,29.25,29.96,8.3,13.0,9.5
2010-06-09,8,1509,83.0,66.0,74.5,55.5,63.0,0.0,9.5,0.0,29.16,29.83,10.1,27.5,10.8
2010-06-10,1,1510,76.0,59.0,67.0,54.0,60.0,0.0,3.0,0.0,29.28,29.95,5.05,7.5,6.7
2010-06-11,10,1510,88.5,64.0,76.0,67.0,71.0,0.0,11.5,0.22,29.21,29.88,8.7,19.0,10.35
2010-06-12,2,1511,77.0,62.0,69.0,63.0,65.0,0.0,5.0,0.23,29.28,29.95,3.05,3.0,7.75
2010-06-13,-1,1511,72.0,61.5,66.5,61.5,63.5,0.0,2.0,0.25,29.29,29.98,3.55,8.0,4.8
2010-06-14,-3,1512,71.0,60.5,65.5,61.0,62.5,0.0,1.0,0.0,29.26,29.93,5.85,4.5,6.55
2010-06-15,2,1512,79.0,60.5,69.5,65.5,67.0,0.0,5.0,0.74,29.2,29.88,2.7,19.5,5.9
2010-06-16,4,1513,84.0,64.0,73.5,60.5,65.0,0.0,9.5,0.0,29.31,29.98,6.0,27.5,9.6
2010-06-17,5,1513,84.0,65.5,74.5,61.5,67.0,0.0,10.0,0.0,29.33,30.01,5.1,14.0,7.2
2010-06-18,9,1513,90.5,66.5,78.0,66.0,69.0,0.0,14.0,0.76,29.21,29.92,6.5,21.5,10.0
2010-06-19,6,1514,85.5,66.0,75.5,60.5,66.0,0.0,11.0,0.0,29.27,29.93,9.95,27.5,11.05
2010-06-20,3,1514,80.5,65.5,72.5,60.5,65.0,0.0,8.5,0.0,29.37,30.03,4.1,8.0,4.95
2010-06-21,6,1514,85.0,67.5,76.0,66.0,69.0,0.0,11.5,0.31,29.28,29.96,5.0,16.5,7.7
2010-06-22,7,1514,85.5,69.5,77.5,68.0,71.0,0.0,12.5,0.0,29.31,29.98,6.3,22.5,7.05
2010-06-23,8,1514,87.0,68.0,77.5,69.5,71.0,0.0,12.5,1.05,29.2,29.89,9.75,22.0,11.5
2010-06-24,4,1514,82.5,65.0,73.5,59.5,65.0,0.0,9.0,0.0,29.35,30.02,3.85,34.0,8.4
2010-06-25,2,1514,84.0,64.0,74.0,61.5,66.5,0.0,9.0,0.0,29.31,29.99,6.45,20.0,7.5
2010-06-26,7,1513,87.5,68.5,78.0,65.5,69.5,0.0,13.0,0.77,29.13,29.82,1.65,13.5,6.85
2010-06-27,8,1513,86.0,72.0,78.5,69.5,72.5,0.0,14.5,0.71,28.92,29.61,7.95,24.0,9.55
2010-06-28,2,1512,82.0,64.0,72.5,59.0,65.0,0.0,8.5,0.0,29.1,29.75,9.25,31.0,11.5
2010-06-29,-4,1512,74.0,60.5,67.0,52.5,59.0,0.0,2.5,0.0,29.44,30.08,6.45,5.0,8.05
2010-06-30,-6,1512,75.5,56.5,65.5,50.0,57.0,0.0,1.5,0.0,29.57,30.24,3.8,4.5,6.3
2010-07-01,-6,1511,77.0,56.5,66.5,47.5,57.0,0.0,2.0,0.0,29.62,30.32,5.6,9.5,5.75
2010-07-02,-1,1511,83.0,60.5,71.5,51.5,60.5,0.0,7.0,0.0,29.49,30.2,7.7,18.5,8.0
2010-07-03,2,1510,87.0,62.0,74.0,55.0,63.0,0.0,10.0,0.0,29.34,30.03,8.3,20.0,8.7
2010-07-04,8,1508,91.5,70.0,80.5,65.5,71.0,0.0,16.0,0.02,29.23,29.9,10.2,22.0,10.6
2010-07-05,13,1508,90.5,78.5,84.0,63.5,70.5,0.0,20.0,0.0,29.23,29.89,14.0,20.0,14.3
2010-07-06,10,1507,90.5,74.0,82.0,68.5,72.5,0.0,17.5,0.2,29.3,29.96,8.7,22.5,9.6
2010-07-07,10,1507,93.5,71.5,82.5,69.5,73.0,0.0,17.5,0.12,29.36,30.02,4.15,23.5,5.9
2010-07-08,8,1505,87.5,73.5,80.0,69.5,72.5,0.0,16.0,0.16,29.3,29.98,1.6,33.0,5.05
2010-07-09,6,1504,87.5,71.0,79.0,59.0,67.0,0.0,14.5,0.0,29.29,29.97,5.6,19.0,7.0
2010-07-10,6,1504,89.0,69.0,79.0,60.0,67.5,0.0,14.0,0.0,29.26,29.94,5.2,27.5,7.55
2010-07-11,3,1502,85.0,66.5,75.5,62.5,67.0,0.0,11.0,0.78,29.1,29.8,6.0,22.0,7.25
2010-07-12,2,1501,84.0,65.0,74.0,64.5,68.0,0.0,10.0,0.0,29.08,29.75,1.4,19.5,4.25
2010-07-13,4,1499,84.0,70.5,77.0,64.5,68.5,0.0,12.5,0.1,29.21,29.86,5.8,9.5,6.5
2010-07-14,7,1499,90.5,71.0,80.5,70.0,73.5,0.0,16.0,0.0,29.28,29.95,8.9,17.5,9.65
2010-07-15,7,1497,91.0,72.0,81.0,69.0,73.0,0.0,17.0,0.0,29.24,29.9,7.45,26.0,10.2
2010-07-16,5,1495,90.0,67.5,78.5,61.0,68.0,0.0,14.0,0.0,29.26,29.94,7.0,25.0,8.0
2010-07-17,8,1494,92.5,71.0,81.5,63.5,70.0,0.0,17.0,0.0,29.21,29.88,3.5,27.0,6.65
2010-07-18,8,1492,91.5,73.0,82.0,69.0,73.0,0.0,17.5,0.15,29.13,29.81,7.05,24.5,9.45
2010-07-19,3,1490,84.0,70.5,77.0,66.0,70.0,0.0,12.5,0.0,29.2,29.88,2.85,23.5,4.9
2010-07-20,3,1490,85.5,68.5,77.0,67.0,70.0,0.0,12.0,0.0,29.24,29.91,6.2,23.0,7.55
2010-07-21,8,1488,90.5,72.5,81.0,65.5,70.5,0.0,17.0,0.0,29.32,29.99,3.25,30.5,6.55
2010-07-22,6,1486,90.0,70.5,80.0,70.5,74.0,0.0,15.5,0.02,29.2,29.88,9.5,20.0,10.45
2010-07-23,8,1484,94.5,70.5,82.5,71.0,74.0,0.0,17.5,2.97,29.19,29.84,10.4,24.0,11.4
2010-07-24,4,1482,87.0,69.0,78.0,70.5,72.5,0.0,13.0,4.19,29.18,29.85,2.75,25.5,9.5
2010-07-25,0,1480,81.0,67.0,73.5,59.5,65.5,0.0,9.5,0.26,29.38,30.04,8.95,2.0,9.4
2010-07-26,-1,1479,84.0,62.5,73.0,62.0,67.0,0.0,8.5,0.0,29.4,30.08,4.65,12.0,5.3
2010-07-27,4,1477,88.0,69.5,78.5,66.5,71.0,0.0,14.0,0.0,29.31,30.0,5.8,21.0,6.55
2010-07-28,7,1475,89.5,75.0,82.0,71.0,74.5,0.0,17.5,0.0,29.27,29.93,6.0,26.5,9.05
2010-07-29,1,1473,81.5,68.0,74.5,58.5,65.0,0.0,10.0,0.0,29.38,30.06,6.05,5.5,7.4
2010-07-30,1,1471,79.5,70.0,74.5,59.5,65.0,0.0,10.0,0.0,29.28,29.98,5.3,16.5,5.95
2010-07-31,-1,1469,79.0,65.0,71.5,63.5,66.5,0.0,7.5,0.64,29.18,29.85,3.35,13.5,5.3
2010-08-01,3,1466,85.0,65.5,75.0,64.5,68.0,0.0,10.5,0.0,29.26,29.94,2.3,12.0,4.0
2010-08-02,3,1464,84.0,68.5,76.0,66.5,70.0,0.0,11.5,0.04,29.28,29.95,5.85,21.0,6.5
2010-08-03,3,1462,86.5,65.5,76.0,70.5,73.0,0.0,11.0,0.94,29.22,29.9,2.45,20.5,3.45
